,playlist,track_id,year,Title,Artist,Album,Genre,spotify_id,popularity,Genre2
926,Replay 2024,3539,2024,"Haru Urara (From ""Fruits Basket) [Lofi]",Bento Beats,Fruits Basket Lofi Bento Mix,Anime,1eELVxeuDVhU1iXdqTE4mb,1.0,Anime
927,Replay 2024,1528,2024,Realize,Trxy!,,,51RriaGnB6VILb54rXHKj8,67.0,
928,Replay 2024,3627,2024,One Step Closer,INTERSECTION,One Step Closer - Single,J-Pop,6KoUNUbNrm4aiZnYQL7DKf,39.0,J-Pop
929,Replay 2024,4185,2024,Don’t Give Up on Me,Andy Grammer,Naïve,Soundtrack,0fiijtFXDJ9MOVwgSaEQJ5,79.0,Soundtrack
930,Replay 2024,3457,2024,Lucky,Jason Mraz & Colbie Caillat,We Sing. We Dance. We Steal Things,Pop,2qLMf6TuEC3ruGJg4SMMN6,71.0,Pop
931,Replay 2024,3619,2024,Pleasure,WARPs UP,Pleasure - Single,Anime,3Ri6VyKJACmFm68wQHrsvv,43.0,Anime
932,Replay 2024,3537,2024,"Prism (From ""Fruits Basket) [Lofi]",Bento Beats,Fruits Basket Lofi Bento Mix,Anime,7tPhgcUZm6QaBtgaT2I2jx,3.0,Anime
933,Replay 2024,3555,2024,"Ad Meliora (From ""Fruits Basket) [Lofi]",Bento Beats,Fruits Basket Lofi Bento Mix,Anime,74mmTqKw69QtdHl2lazQjB,1.0,Anime
934,Replay 2024,1664,2024,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,Title (Deluxe Edition),Pop,2YlZnw2ikdb837oKMKjBkW,81.0,Pop
935,Replay 2024,3149,2024,Brighter Than the Sun,Colbie Caillat,All of You,Pop,5YTtTbqxUzJHD3CpbNHerP,61.0,Pop
936,Replay 2024,4039,2024,Wanna Be (Remix),"GloRilla, Megan Thee Stallion & Cardi B",Wanna Be (Remix) - Single,Hip-Hop/Rap,0LMNckdqhd2eQr5xV5NGRi,59.0,Hip-Hop/Rap
937,Replay 2024,3557,2024,"Pleasure (From ""Fruits Basket) [Lofi]",Bento Beats,Fruits Basket Lofi Bento Mix,Anime,66t9XXbUCy3ES8x27bwkGA,5.0,Anime
938,Replay 2024,4111,2024,Video,India.Arie,Acoustic Soul,Pop,4oiAlcisfimXQc1wyAtX9a,60.0,Pop
939,Replay 2024,3637,2024,HOME,Toki Asako,HOME - Single,J-Pop,4FSejBjuCSqv0NsJskPShe,43.0,J-Pop
940,Replay 2024,3639,2024,Eden,MONKEY MAJIK,Eden - Single,Anime,7CZKnz9mEt8Z638tyY5cKL,47.0,Anime
941,Replay 2024,3455,2024,I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things,Pop,3S0OXQeoh0w6AY8WQVckRW,80.0,Pop
942,Replay 2024,5015,2024,The Good Parts,Andy Grammer,The Good Parts,Pop,6ep8Ijqnm2hLecjN74zeCK,41.0,Pop
943,Replay 2024,3641,2024,Haruurara,GENIC,Haruurara - Single,J-Pop,5ZXRWl6ao09loqeA6MJbdb,37.0,J-Pop
944,Replay 2024,1676,2024,One Call Away,Charlie Puth,Nine Track Mind (Deluxe),Pop,5MwIGPDKeDb7SpblcaQP6O,72.0,Pop
945,Replay 2024,3907,2024,My Immortal (Band Version / Remastered 2023),Evanescence,Fallen (Deluxe Edition / Remastered 2023),Hard Rock,6Jpcj0v0uc0IDq8ec35UGO,43.0,Hard Rock
946,Replay 2024,3625,2024,ad meliora,THE CHARM PARK,ad meliora - Single,J-Pop,4rzw37fRwEoUDx7gulKKHN,44.0,J-Pop
947,Replay 2024,4189,2024,7 Years,Lukas Graham,Lukas Graham,Pop,5kqIPrATaCc2LqxVWzQGbk,82.0,Pop
948,Replay 2024,4181,2024,Take Up Space Sis,Toni Jones,I See Me Mantras,R&B/Soul,32l4V4t5dn90VCNqxYtbjH,47.0,R&B/Soul
949,Replay 2024,1788,2024,chocolate (feat. Horim),BRWN,Lean on me - EP,Hip-Hop/Rap,4iNz1e0dALH8BqoLExdRNG,1.0,Hip-Hop/Rap
950,Replay 2024,4073,2024,Strength Courage & Wisdom,India.Arie,Acoustic Soul (Special Edition),R&B/Soul,2kIZPLtqtmDh3dX6HuAfD0,46.0,R&B/Soul
951,Replay 2024,3631,2024,Prism (feat. Miyuna),AmPm,Prism (feat. Miyuna) - Single,Dance,,,Dance
952,Replay 2024,3717,2024,Bad Habit,Steve Lacy,Gemini Rights,R&B/Soul,4k6Uh1HXdhtusDW5y8Gbvy,84.0,R&B/Soul
953,Replay 2024,3901,2024,Natural,Imagine Dragons,Origins (Deluxe Edition),Alternative,2FY7b99s15jUprqC0M5NCT,81.0,Alternative
954,Replay 2024,4127,2024,Belle,"RICHARD WHITE/JESSE CORTI, Paige O'Hara, The Chorus of Beauty and the Beast & Disney",Beauty and the Beast (Original Motion Picture Soundtrack),Children's Music,,,Children's Music
955,Replay 2024,4119,2024,Chocolate High (feat. Musiq Soulchild),India.Arie,"Testimony, Vol. 2: Love & Politics",R&B/Soul,2susnsWoTQw1QXOfqQ0Pui,38.0,R&B/Soul
956,Replay 2024,3595,2024,Fight Song,Rachel Platten,Wildfire,Pop,37f4ITSlgPX81ad2EvmVQr,77.0,Pop
957,Replay 2024,3711,2024,Remember Me,UMI,Remember Me - Single,R&B/Soul,630Ug0XtmhhFvAKo0PNuEI,61.0,R&B/Soul
958,Replay 2024,3781,2024,Religion,PJ Morton,Gumbo,R&B/Soul,59n8t2h8uKaKWfq1vBgyvY,28.0,R&B/Soul
959,Replay 2024,1818,2024,Keep Your Head Up,Andy Grammer,Andy Grammer,Pop,2kebNtlS7DqWE54Z66FZIt,69.0,Pop
960,Replay 2024,2353,2024,Revival,Zach Bryan,,,2QfX9Pdz3q66fN3kCXl0Js,77.0,
961,Replay 2024,3421,2024,Breakeven (Falling to Pieces),The Script,The Script (Deluxe),Pop,5BDVfQuzfK130LPKLsc1IA,20.0,Pop
962,Replay 2024,1610,2024,Nunwrong,Leven Kali,Low Tide,R&B/Soul,708tNyhEmoEsAqD6lux7gz,25.0,R&B/Soul
963,Replay 2024,3865,2024,Immortals,Fall Out Boy,American Beauty / American Psycho,Alternative,3Te8uLyit6X3ncNW8Fp3K2,76.0,Alternative
964,Replay 2024,3731,2024,Anxiety (feat. Selena Gomez),Julia Michaels,Sapphire - EP,Pop,,,Pop
965,Replay 2024,4583,2024,HOLLON,GloRilla,GLORIOUS,Hip-Hop/Rap,1Tt4m8l00BI85uOr5EqXUh,66.0,Hip-Hop/Rap
966,Replay 2024,3783,2024,Alright,PJ Morton,Gumbo,R&B/Soul,3Giw6C0tPg9XFbopWRjRVO,33.0,R&B/Soul
967,Replay 2024,1474,2024,Summer Breeze,Seals and Crofts,,,3B0ms7Xlxl16tRztKHpcu9,71.0,
968,Replay 2024,5061,2024,Black Sheep (feat. Brie Larson) [Brie Larson Vocal Version / Bonus Track],,,,,,
969,Replay 2024,3773,2024,Sweet November,SZA,Z - EP,R&B/Soul,7swGurTfZlwx7mTOE8PpIc,63.0,R&B/Soul
970,Replay 2024,1344,2024,Cheers To the Fall,Andra Day,,,3jUDmvxw0ZyGAUmyqRikMj,31.0,R&B/Soul
971,Replay 2024,3203,2024,Viva la Vida,Coldplay,Viva la Vida (Prospekt's March Edition),Alternative,1mea3bSkSGXuIRvnydlB5b,88.0,Alternative
972,Replay 2025,4029,2025,Her,Megan Thee Stallion,Traumazine,Hip-Hop/Rap,5hHvFrMnwic82WwRLr4WY0,63.0,Hip-Hop/Rap
973,Replay 2025,3667,2025,Brown Skin,India.Arie,Acoustic Soul (Special Edition),R&B/Soul,3ekAN7Ijl9vIemCaDbh29K,53.0,R&B/Soul
974,Replay 2025,3119,2025,Spotless Mind,Jhené Aiko,Souled Out (Deluxe Edition),R&B/Soul,5Xe4fAuhqxQRSjTWNZLSqJ,64.0,R&B/Soul
975,Replay 2025,4991,2025,Bad Liar,Imagine Dragons,Origins (Deluxe Edition),Alternative,2RSHsoi04658QL5xgQVov3,81.0,Alternative
976,Replay 2025,3121,2025,Eternal Sunshine,Jhené Aiko,Souled Out (Deluxe Edition),R&B/Soul,3t844ssjXzE9M3SDtUxTI4,59.0,R&B/Soul
977,Replay 2025,4185,2025,Don’t Give Up on Me,Andy Grammer,Naïve,Soundtrack,0fiijtFXDJ9MOVwgSaEQJ5,79.0,Soundtrack
978,Replay 2025,3881,2025,Happier,Marshmello & Bastille,Happier - Single,Dance,7BqHUALzNBTanL6OvsqmC1,84.0,Dance
979,Replay 2025,1624,2025,93 Million Miles,Jason Mraz,Love Is a Four Letter Word (Deluxe Version),Pop,1s8tP3jP4GZcyHDsjvw218,51.0,Pop
980,Replay 2025,4023,2025,Stay In My Lane,S.I.A.T Stuck in a Tree,Stay In My Lane - Single,R&B/Soul,0NEMefYAVKeRUNyosJVRi6,54.0,R&B/Soul
981,Replay 2025,4981,2025,Nothing Even Matters (feat. D'Angelo),Lauryn Hill,The Miseducation of Lauryn Hill,R&B/Soul,1Q0lOGB52skgfzdcq233vs,64.0,R&B/Soul
982,Replay 2025,3875,2025,Welcome to the Black Parade,My Chemical Romance,The Black Parade,Alternative,5wQnmLuC1W7ATsArWACrgW,79.0,Alternative
983,Replay 2025,4573,2025,Unwritten,Natasha Bedingfield,Unwritten,Pop,3U5JVgI2x4rDyHGObzJfNf,88.0,Pop
984,Replay 2025,3135,2025,I Won't Give Up,Jason Mraz,Love Is a Four Letter Word (Deluxe Version),Pop,53QF56cjZA9RTuuMZDrSA6,73.0,Pop
985,Replay 2025,3779,2025,Claustrophobic (feat. Pell),PJ Morton,Gumbo,R&B/Soul,1nR45hPphraeLSO5utjH7T,35.0,R&B/Soul
986,Replay 2025,3131,2025,Try,Colbie Caillat,Gypsy Heart,Pop,6buXDkw3Gv4fQC1OZKUhnR,56.0,Pop
987,Replay 2025,1664,2025,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,Title (Deluxe Edition),Pop,2YlZnw2ikdb837oKMKjBkW,81.0,Pop
988,Replay 2025,1868,2025,MADE 4 U (feat. Syd),Leven Kali,HIGHTIDE,R&B/Soul,,,R&B/Soul
989,Replay 2025,4065,2025,Wild Things (Acoustic Version),Alessia Cara,Know-It-All (Deluxe),Pop,3FAzlNPlVImGsbjnHHft6K,49.0,Pop
990,Replay 2025,4115,2025,Late Nights & Early Mornings,Marsha Ambrosius,Late Nights & Early Mornings,R&B/Soul,5JtgrxeDRTTcBsYwKoYb8v,57.0,R&B/Soul
991,Replay 2025,4009,2025,Money,Cardi B,Money - Single,Hip-Hop/Rap,2GGMabyHXnJmjY6CXhhB2e,70.0,Hip-Hop/Rap
992,Replay 2025,5017,2025,I Want It That Way,Backstreet Boys,Millennium,Pop,47BBI51FKFwOMlIiX6m8ya,84.0,Pop
993,Replay 2025,1788,2025,chocolate (feat. Horim),BRWN,Lean on me - EP,Hip-Hop/Rap,4iNz1e0dALH8BqoLExdRNG,1.0,Hip-Hop/Rap
994,Replay 2025,3887,2025,Abyss (from Kaiju No. 8),YUNGBLUD,Abyss (from Kaiju No. 8) - Single,Alternative,2kLWSmKHhfUBepkIA9oNe5,70.0,Alternative
995,Replay 2025,4073,2025,Strength Courage & Wisdom,India.Arie,Acoustic Soul (Special Edition),R&B/Soul,2kIZPLtqtmDh3dX6HuAfD0,46.0,R&B/Soul
996,Replay 2025,3831,2025,Thinking out Loud,Ed Sheeran,x (10th Anniversary Edition),Pop,1Slwb6dOYkBlWal1PGtnNg,68.0,Pop
997,Replay 2025,1746,2025,No More Rain (In This Cloud),Angie Stone,Black Diamond (Deluxe Edition),R&B/Soul,6mZI2vbLv1UvlclwDQ4uvc,59.0,R&B/Soul
998,Replay 2025,3729,2025,Black Butterfly,Deniece Williams,Let's Hear It for the Boy (Expanded Edition),R&B/Soul,5cENyb7BZPoG69RiDWZqwa,33.0,R&B/Soul
999,Replay 2025,3761,2025,Ur,SZA,Z - EP,R&B/Soul,7sg9ToL94GAiksETi5GZGz,52.0,R&B/Soul
1000,Replay 2025,5023,2025,All I Have to Give,Backstreet Boys,Backstreet Boys,Pop,3hlhefxgyp4MDnN6C2dQ5H,53.0,Pop
1001,Replay 2025,4891,2025,Wanted,Hunter Hayes,Hunter Hayes (Encore) [Deluxe Version],Country,0p1BcEcYVO3uk4KDf3gzkY,65.0,Country
1002,Replay 2025,1682,2025,U.N.I.,Ed Sheeran,+ (Deluxe Version),Pop,5Ukzlujip1Slqka5OY82YS,52.0,Pop
1003,Replay 2025,4055,2025,Here (2:00 AM Version),Alessia Cara,Know-It-All (Deluxe),Pop,5O8Tg0laVqXLT9tvcdQyL2,38.0,Pop
1004,Replay 2025,5211,2025,Bad Bitch Energy,Damien Styles,,,21gPFGOCD2RaU21tpyQntS,41.0,
1005,Replay 2025,3625,2025,ad meliora,THE CHARM PARK,ad meliora - Single,J-Pop,4rzw37fRwEoUDx7gulKKHN,44.0,J-Pop
1006,Replay 2025,4059,2025,Smile (Living My Best Life) [feat. Snoop Dogg & Ball Greezy],Lil Duval,Smile (Living My Best Life) [feat. Snoop Dogg & Ball Greezy] - Single,Hip-Hop/Rap,17jeLyQcEUmKv3MXeEo79k,48.0,Hip-Hop/Rap
1007,Replay 2025,3671,2025,Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae (Deluxe Edition),Pop,2nGFzvICaeEWjIrBrL2RAx,80.0,Pop
1008,Replay 2025,3855,2025,Speechless,Dan + Shay,Summer Wedding,Country,3GJ4hzg4lrGwU51Y3VARbF,68.0,Country
1009,Replay 2025,3673,2025,Till It Happens To You,Corinne Bailey Rae,Corinne Bailey Rae (Deluxe Edition),Hip-Hop/Rap,4Eq60oypgAxlX6Kp7MFQl6,50.0,Hip-Hop/Rap
1010,Replay 2025,3731,2025,Anxiety (feat. Selena Gomez),Julia Michaels,Sapphire - EP,Pop,,,Pop
1011,Replay 2025,3905,2025,Apologize,OneRepublic,Dreaming Out Loud (Expanded Edition),Pop,1NrJYpdAi7uosDRPmSYrsG,70.0,Pop
1012,Replay 2025,3797,2025,Scars to Your Beautiful,Alessia Cara,Know-It-All (Deluxe),Pop,0wI7QkCcs8FUQE1OkXUIqd,80.0,Pop
1013,Replay 2025,3203,2025,Viva la Vida,Coldplay,Viva la Vida (Prospekt's March Edition),Alternative,1mea3bSkSGXuIRvnydlB5b,88.0,Alternative
1014,Replay 2025,3865,2025,Immortals,Fall Out Boy,American Beauty / American Psycho,Alternative,3Te8uLyit6X3ncNW8Fp3K2,76.0,Alternative
1015,Replay 2025,4953,2025,Grateful,Mahalia,Ily - EP,R&B/Soul,7mvma3mO5hSyhVbJDXxtFz,58.0,R&B/Soul
1016,Replay 2025,4879,2025,As Long as You Love Me,Backstreet Boys,Backstreet Boys,Pop,00WvmRXTkPBZNhhRK3xfdy,64.0,Pop
1017,Replay 2025,4057,2025,Little Brown Girl,Ebony Jenae,Little Brown Girl - Single,R&B/Soul,7maQglVERmzrHmUwgsMFmw,37.0,R&B/Soul
1018,Replay 2025,4701,2025,Honey Bee,Blake Shelton,Red River Blue,Country,0gY2iq0xJPRoIB1PScKSw4,66.0,Country
1019,Replay 2025,4019,2025,Energy,Tyla Jane,Energy - Single,Pop,0Fd9LHU2Eu8RGaxchCQbaP,57.0,Pop
1020,Replay 2025,4027,2025,Get It Sexyy,Sexyy Red,Get It Sexyy - Single,Hip-Hop/Rap,6UmKnXmG7VmYqFnmSPOfRj,74.0,Hip-Hop/Rap
1021,Replay 2025,3781,2025,Religion,PJ Morton,Gumbo,R&B/Soul,59n8t2h8uKaKWfq1vBgyvY,28.0,R&B/Soul
1022,Replay 2025,2291,2025,"Dance, Dance",Fall Out Boy,,,0a7BloCiNzLDD9qSQHh5m7,78.0,Alternative
1023,Replay 2025,3795,2025,Here,Alessia Cara,Know-It-All (Deluxe),Pop,5zUQZjVB6bfewBXWqsP9PY,77.0,Pop
1024,Replay 2025,4587,2025,TGIF,GloRilla,GLORIOUS,Hip-Hop/Rap,31TVho4kOuAeRmLYGIEuWn,76.0,Hip-Hop/Rap
1025,Replay 2025,10594,2025,Como El Perro Bebe Agua,Nelly swing,,,6Tt2w9YR8DXUOAhjms0cpM,34.0,
